Date,Chat Name,Creator,Exchanges,Symbol,Status,Leverage,Direction,Last Target,Duration,Signal Gained Profit %,Entry Targets % Filled,Number of Filled Entry Targets,Filled Average Entry Price,Number of Entry Targets,Entry Zone Range,Average Entry Price,TP1 Price,TP2 Price,TP3 Price,TP4 Price,TP5 Price,TP6 Price,TP7 Price,TP8 Price,TP9 Price,TP10 Price,Stop Loss Price
2025-08-07 11:30:50,GG-Shot Cornix (All Signals),,"OKX Futures, Bitget Futures, BingX Futures, ByBit USDT, Binance Futures, KuCoin Futures",RVN/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 15 Hours 11 Minutes,58.4612,0,0,0.013798333333333333,0,0.01334-0.01389,0.013614999999999999,0.01413,0.01437,0.0146,0.01532,,,,,,,
2025-08-07 11:30:38,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, KuCoin Futures, BingX Futures, OKX Futures, ByBit USDT, Binance Futures, Bitget Futures",WIF/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 2 Hours 30 Minutes,83.9248,0,0,0.9205666666666668,0,0.8901-0.9358,0.9129499999999999,0.9601,0.9845,1.0088,1.0818,,,,,,,0.867
2025-08-07 11:30:29,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures",COTI/USDT,All Targets Achieved,Cross (10.0X),Long,4,5 Days 22 Hours 28 Minutes,61.6118,0,0,0.05348,0,0.05214-0.05415,0.053145,0.05507,0.05599,0.05691,0.05913,,,,,,,
2025-08-07 11:22:15,GG-Shot Cornix (All Signals),,"OKX Futures, KuCoin Futures, ByBit USDT, Binance Futures, Bitget Futures, BingX Futures",GMT/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 2 Hours 38 Minutes,59.7893,0,0,0.044614999999999995,0,0.04394-0.04529,0.044615,0.04601,0.04674,0.04746,0.04964,,,,,,,0.04323
2025-08-07 11:12:18,GG-Shot Cornix (All Signals),,"ByBit USDT, BingX Futures, KuCoin Futures, Bitget Futures, OKX Futures, Binance Futures",STX/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 2 Hours 48 Minutes,54.7686,0,0,0.713,0,0.6935-0.7169,0.7052,0.7315,0.746,0.7606,0.8042,,,,,,,0.6794
2025-08-07 11:01:33,GG-Shot Cornix (All Signals),,"BingX Futures, ByBit USDT, KuCoin Futures, OKX Futures, Binance Futures, Bitget Futures",ETHFI/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 23 Minutes,72.3853,0,0,1.0676666666666668,0,0.99-1.0832,1.0366,1.1038,1.1244,1.1449,1.2067,,,,,,,
2025-08-07 11:01:06,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",ALGO/USDT,Cancelled,Cross (10.0X),Long,0,6 Minutes,0.0,0,0,,0,0.2377-0.2533,0.2455,,,,,,,,,,,
2025-08-07 11:00:55,GG-Shot Cornix (All Signals),,"Binance Futures, Bitget Futures, ByBit USDT, OKX Futures",QTUM/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 16 Hours 59 Minutes,32.414,0,0,2.121,0,2.079-2.121,2.1,2.144,2.167,2.19,2.258,,,,,,,
2025-08-07 11:00:45,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, ByBit USDT, BingX Futures, OKX Futures, Binance Futures, HyperLiquid Futures",OP/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 6 Minutes,68.418,0,0,0.6928000000000001,0,0.6653-0.6983,0.6818,0.7123,0.7262,0.7402,0.7821,,,,,,,
2025-08-07 11:00:34,GG-Shot Cornix (All Signals),,"BingX Futures, KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures",SNX/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 23 Hours 46 Minutes,47.9564,0,0,0.6116666666666666,0,0.59-0.616,0.603,0.624,0.633,0.641,0.666,,,,,,,
2025-08-07 11:00:19,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, OKX Futures, Bitget Futures, KuCoin Futures, ByBit USDT",HBAR/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 3 Hours 0 Minutes,43.3449,0,0,0.250145,0,0.24012-0.25215,0.246135,0.25593,0.25971,0.2635,0.27484,,,,,,,0.23652
2025-08-07 10:40:24,GG-Shot Cornix (All Signals),,"Binance Futures, BingX Futures, OKX Futures, ByBit USDT, KuCoin Futures, Bitget Futures",SAND/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 1 Hours 49 Minutes,52.5411,0,0,0.27645,0,0.2657-0.2786,0.27215,0.2826,0.2866,0.2911,0.3036,,,,,,,
2025-08-07 10:40:12,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",PYTH/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 47 Minutes,55.7432,0,0,0.1184,0,0.1129-0.1195,0.1162,0.1217,0.1239,0.1261,0.1283,,,,,,,
2025-08-07 10:31:44,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, OKX Futures, ByBit USDT, Bitget Futures, KuCoin Futures",AXS/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 10 Hours 9 Minutes,47.9087,0,0,2.343,0,2.24-2.343,2.2915,2.38,2.418,2.455,2.568,,,,,,,
2025-08-07 10:31:32,GG-Shot Cornix (All Signals),,"ByBit USDT, KuCoin Futures, OKX Futures, Bitget Futures, BingX Futures, Binance Futures",ONE/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 3 Hours 29 Minutes,77.1654,0,0,0.010583333333333333,0,0.01025-0.01065,0.010450000000000001,0.01093,0.01121,0.01148,0.01232,,,,,,,0.00998
2025-08-07 10:31:30,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, OKX Futures, BingX Futures, Binance Futures, ByBit USDT",GALA/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 3 Hours 31 Minutes,32.3752,0,0,0.01583,0,0.01511-0.01583,0.015470000000000001,0.016,0.01617,0.01634,0.01686,,,,,,,
2025-08-07 10:31:06,GG-Shot Cornix (All Signals),,"KuCoin Futures, Binance Futures, ByBit USDT, Bitget Futures, BingX Futures, OKX Futures",ORDI/USDT,Sell(3/4),Cross (10.0X),Long,3,6 Days 3 Hours 29 Minutes,63.8731,0,0,9.513,0,8.87-9.513,9.1915,9.751,9.989,10.226,10.94,,,,,,,8.648
2025-08-07 10:30:51,GG-Shot Cornix (All Signals),,"Binance Futures, OKX Futures, BingX Futures, KuCoin Futures, ByBit USDT, Bitget Futures",RENDER/USDT,Cancelled,Cross (10.0X),Long,0,1 Hours 16 Minutes,0.0,0,0,,0,3.542-3.672,3.607,,,,,,,,,,,
2025-08-07 10:30:31,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, BingX Futures, Bitget Futures, OKX Futures, HyperLiquid Futures",AAVE/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 18 Hours 54 Minutes,53.9975,0,0,271.17,0,260.77-271.17,265.97,276.05,280.93,285.81,300.46,,,,,,,
2025-08-07 10:30:13,GG-Shot Cornix (All Signals),,"OKX Futures, ByBit USDT, Binance Futures, BingX Futures, Bitget Futures, KuCoin Futures, HyperLiquid Futures",ETH/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 9 Hours 40 Minutes,60.0018,0,0,3797.8,0,3587.9-3797.8,3692.8500000000004,3858.6,3919.3,4040.9,4283.9,,,,,,,
2025-08-07 10:00:18,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, KuCoin Futures, ByBit USDT, Bitget Futures, HyperLiquid Futures",ENA/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 19 Hours 5 Minutes,45.0278,0,0,0.6285,0,0.5966-0.6285,0.6125499999999999,0.6379,0.6474,0.6568,0.6851,,,,,,,
2025-08-07 08:47:19,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, Bitget Futures, ByBit USDT, Binance Futures, KuCoin Futures",RSR/USDT,All Targets Achieved,Cross (10.0X),Long,4,1 Days 20 Hours 19 Minutes,63.0523,0,0,0.0077515,0,0.007529-0.007796,0.0076625,0.007944,0.008092,0.00824,0.008685,,,,,,,
2025-08-07 08:32:13,GG-Shot Cornix (All Signals),,"Binance Futures, KuCoin Futures, BingX Futures, Bitget Futures, OKX Futures, ByBit USDT",GRT/USDT,All Targets Achieved,Cross (10.0X),Long,4,6 Days 0 Hours 32 Minutes,51.2814,0,0,0.09326,0,0.09043-0.09326,0.091845,0.09485,0.09645,0.09804,0.10283,,,,,,,
2025-08-07 01:00:18,GG-Shot Cornix (All Signals),,"Bitget Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures",ATOM/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 4 Hours 21 Minutes,45.043,0,0,4.307,0,4.176-4.307,4.2415,4.372,4.436,4.501,4.695,,,,,,,
2025-08-06 18:05:17,GG-Shot Cornix (All Signals),,"Bitget Futures, HyperLiquid Futures, OKX Futures, BingX Futures, ByBit USDT, Binance Futures, KuCoin Futures",SOL/USDT,All Targets Achieved,Cross (10.0X),Long,4,6 Days 3 Hours 14 Minutes,72.2217,0,0,168.85500000000002,0,163.93-169.84,166.885,173.58,177.31,181.05,192.26,,,,,,,
2025-08-06 18:00:17,GG-Shot Cornix (All Signals),,"Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT, BingX Futures",CAKE/USDT,All Targets Achieved,Cross (10.0X),Long,4,6 Days 19 Hours 36 Minutes,56.9715,0,0,2.668,0,2.585-2.668,2.6265,2.719,2.769,2.82,2.972,,,,,,,
2025-08-06 17:00:20,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, Binance Futures",LEVER/USDT,Cancelled,Cross (10.0X),Long,0,5 Minutes,0.0,0,0,,0,0.0001581-0.0001712,0.00016465,,,,,,,,,,,
2025-08-06 09:20:17,GG-Shot Cornix (All Signals),,"KuCoin Futures, Binance Futures, BingX Futures, ByBit USDT, Bitget Futures",ALPHA/USDT,All Targets Achieved,Cross (10.0X),Long,4,2 Days 22 Hours 20 Minutes,77.2947,0,0,0.014490000000000001,0,0.01417-0.01481,0.01449,0.01508,0.01534,0.01561,0.01641,,,,,,,
2025-08-06 01:30:27,GG-Shot Cornix (All Signals),,"Bitget Futures, OKX Futures, Binance Futures, ByBit USDT, KuCoin Futures, BingX Futures",BOME/USDT,Stopped Out,Cross (10.0X),Short,0,1 Days 8 Hours 44 Minutes,-51.1247,0,0,0.0017115,0,0.001668-0.001755,0.0017115,,,,,,,,,,,0.001799
2025-08-06 01:30:17,GG-Shot Cornix (All Signals),,"Bitget Futures, Binance Futures, OKX Futures, KuCoin Futures, ByBit USDT, BingX Futures",NOT/USDT,Stopped Out,Cross (10.0X),Short,0,1 Days 23 Hours 8 Minutes,-58.0423,0,0,0.002033,0,0.001977-0.002089,0.002033,,,,,,,,,,,0.002151
2025-08-05 12:00:50,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, BingX Futures, OKX Futures, KuCoin Futures, Bitget Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 17 Hours 20 Minutes,87.1833,0,0,6.8075,0,6.537-7.078,6.8075,7.186,7.293,7.401,7.724,,,,,,,
2025-08-05 12:00:39,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, Binance Futures, ByBit USDT, OKX Futures, KuCoin Futures, BingX Futures, Bitget Futures",JUP/USDT,All Targets Achieved,Cross (10.0X),Long,4,7 Days 15 Hours 0 Minutes,96.6324,0,0,0.47215000000000007,0,0.4586-0.4857,0.47215,0.4964,0.5071,0.5178,0.5498,,,,,,,
2025-08-05 12:00:23,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, KuCoin Futures, Bitget Futures, ByBit USDT, OKX Futures, BingX Futures, Binance Futures",APT/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 17 Hours 8 Minutes,65.1538,0,0,4.2745,0,4.217-4.332,4.2745,4.406,4.479,4.553,4.774,,,,,,,
2025-08-05 11:00:34,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT",APE/USDT,Stopped Out,Cross (10.0X),Long,0,16 Hours 26 Minutes,-36.7144,0,0,0.56245,0,0.5528-0.5721,0.56245,,,,,,,,,,,0.5418
2025-08-05 11:00:20,GG-Shot Cornix (All Signals),,"OKX Futures, BingX Futures, Binance Futures, KuCoin Futures, Bitget Futures, ByBit USDT",AUCTION/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 9 Hours 38 Minutes,56.649,0,0,9.806,0,9.668-9.944,9.806000000000001,10.083,10.222,10.362,10.779,,,,,,,
2025-08-05 10:49:16,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, Bitget Futures, Binance Futures, OKX Futures",BAND/USDT,Stopped Out,Cross (10.0X),Long,0,16 Hours 34 Minutes,-40.7818,0,0,0.6498,0,0.6324-0.6672,0.6497999999999999,,,,,,,,,,,0.6233
2025-08-05 10:00:32,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, ByBit USDT, Binance Futures",BEL/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,12 Hours 2 Minutes,-33.611,0,0,0.2581,0,0.2487-0.2581,0.2534,0.2615,,,,,,,,,,0.2454
2025-08-04 22:00:23,GG-Shot Cornix (All Signals),,"KuCoin Futures, OKX Futures, Binance Futures, BingX Futures, ByBit USDT, Bitget Futures",ZIL/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 6 Hours 4 Minutes,-33.1366,0,0,0.011015,0,0.01079-0.01124,0.011015,,,,,,,,,,,0.01065
2025-08-04 21:00:33,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT",W/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 7 Hours 4 Minutes,-40.6703,0,0,0.077575,0,0.07579-0.07936,0.077575,,,,,,,,,,,0.07442
2025-08-04 21:00:17,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, BingX Futures, OKX Futures, Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT",INJ/USDT,Cancelled,Cross (10.0X),Long,0,5 Minutes,0.0,0,0,,0,12.915-13.745,13.329999999999998,,,,,,,,,,,
2025-08-04 20:40:12,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, BingX Futures, Bitget Futures, Binance Futures",RUNE/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 7 Hours 34 Minutes,-37.3191,0,0,1.313,0,1.287-1.339,1.313,,,,,,,,,,,1.264
2025-08-04 19:00:20,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, BingX Futures, ByBit USDT, Binance Futures, OKX Futures",ZRO/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,1 Days 8 Hours 15 Minutes,-33.8629,0,0,1.794,0,1.728-1.794,1.7610000000000001,1.818,,,,,,,,,,1.705
2025-08-04 18:00:20,GG-Shot Cornix (All Signals),,"Bitget Futures, ByBit USDT, Binance Futures, BingX Futures, KuCoin Futures, OKX Futures",GMX/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 15 Hours 47 Minutes,46.019,0,0,13.69,0,12.64-13.69,13.165,13.9,14.11,14.32,14.95,,,,,,,
2025-08-04 17:30:39,GG-Shot Cornix (All Signals),,"BingX Futures, ByBit USDT, Binance Futures, Bitget Futures, KuCoin Futures",ROSE/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 14 Hours 45 Minutes,74.9751,0,0,0.025074999999999997,0,0.02431-0.02584,0.025075,0.02621,0.02658,0.02696,0.02807,,,,,,,
2025-08-04 17:30:27,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, OKX Futures, KuCoin Futures, BingX Futures, Binance Futures, Bitget Futures, ByBit USDT",DOT/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 4 Hours 33 Minutes,-28.4153,0,0,3.66,0,3.585-3.735,3.66,,,,,,,,,,,3.556
2025-08-04 17:30:17,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, OKX Futures, BingX Futures, Binance Futures, ByBit USDT",LQTY/USDT,Stopped Out,Cross (10.0X),Long,0,20 Hours 52 Minutes,-36.1072,0,0,0.96795,0,0.9434-0.9925,0.9679500000000001,,,,,,,,,,,0.933
2025-08-04 16:48:13,GG-Shot Cornix (All Signals),,"Binance Futures, OKX Futures, ByBit USDT, BingX Futures, KuCoin Futures, Bitget Futures",WOO/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 12 Hours 27 Minutes,53.9906,0,0,0.07242,0,0.06925-0.07242,0.07083500000000001,0.07372,0.07503,0.07633,0.08024,,,,,,,
2025-08-04 16:30:19,GG-Shot Cornix (All Signals),,"Bitget Futures, ByBit USDT, Binance Futures, BingX Futures, OKX Futures, KuCoin Futures",DYDX/USDT,Partial Targets Achieved,Cross (10.0X),Long,3,1 Days 3 Hours 15 Minutes,2.6596,0,0,0.564,0,0.544-0.564,0.554,0.569,0.574,0.579,,,,,,,,0.54
2025-08-04 14:00:23,GG-Shot Cornix (All Signals),,"BingX Futures, Binance Futures, ByBit USDT, OKX Futures, Bitget Futures, KuCoin Futures",COMP/USDT,All Targets Achieved,Cross (10.0X),Long,4,4 Days 4 Hours 2 Minutes,39.2157,0,0,45.9,0,44.4-45.9,45.15,46.5,47.1,47.7,49.5,,,,,,,
2025-08-04 12:00:19,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, Bitget Futures, BingX Futures, OKX Futures, ByBit USDT, KuCoin Futures, Binance Futures",LTC/USDT,All Targets Achieved,Cross (10.0X),Long,4,14 Hours 3 Minutes,38.3992,0,0,114.13,0,109.96-114.13,112.04499999999999,115.59,117.05,118.51,122.9,,,,,,,
2025-08-04 09:00:22,GG-Shot Cornix (All Signals),,"KuCoin Futures, Bitget Futures, Binance Futures, BingX Futures, OKX Futures, ByBit USDT",EGLD/USDT,All Targets Achieved,Cross (10.0X),Long,4,3 Days 15 Hours 36 Minutes,36.6909,0,0,14.445,0,14.07-14.52,14.295,14.67,14.82,14.98,15.43,,,,,,,
2025-08-04 01:00:26,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, KuCoin Futures, ByBit USDT",ALT/USDT,All Targets Achieved,Cross (10.0X),Long,4,8 Days 22 Hours 59 Minutes,111.7083,0,0,0.03286833333333333,0,0.03186-0.03307,0.032465,0.03423,0.03538,0.03654,0.04001,,,,,,,
2025-08-04 01:00:18,GG-Shot Cornix (All Signals),,"HyperLiquid Futures, BingX Futures, Binance Futures, KuCoin Futures, ByBit USDT, OKX Futures, Bitget Futures",WIF/USDT,Stopped Out,Cross (10.0X),Long,0,1 Days 21 Hours 7 Minutes,-50.469,0,0,0.8956000000000001,0,0.8731-0.9181,0.8956,,,,,,,,,,,0.8504
2025-08-03 10:30:13,GG-Shot Cornix (All Signals),,"Bitget Futures, BingX Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures",NOT/USDT,Partial Targets Achieved,Cross (10.0X),Long,1,2 Days 17 Hours 34 Minutes,-52.4213,0,0,0.002127,0,0.002018-0.002127,0.0020724999999999997,0.002191,,,,,,,,,,0.001957
2025-08-01 20:09:10,GG-Shot Cornix (All Signals),,"BingX Futures, OKX Futures, Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures",MAGIC/USDT,Cancelled,Cross (10.0X),Long,0,0 Minutes,0.0,0,0,,0,0.1484-0.1585,0.15345,,,,,,,,,,,
2025-08-01 20:00:25,GG-Shot Cornix (All Signals),,"KuCoin Futures, BingX Futures, OKX Futures, Binance Futures, Bitget Futures, HyperLiquid Futures, ByBit USDT",DOGE/USDT,Sell(1/4),Cross (10.0X),Short,1,11 Days 18 Hours 0 Minutes,-107.364,0,0,0.20831,0,0.20831-0.23631,0.22231,0.18956,0.17081,0.15207,0.09582,,,,,,,0.25758
2025-08-01 10:00:16,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, ByBit USDT, KuCoin Futures",CYBER/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,7 Days 20 Hours 50 Minutes,-15.9797,0,0,1.674,0,1.655-1.769,1.712,1.604,1.553,,,,,,,,,1.823
2025-08-01 09:00:23,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, Bitget Futures, OKX Futures, Binance Futures, BingX Futures",NMR/USDT,Partial Targets Achieved,Cross (10.0X),Short,3,7 Days 20 Hours 6 Minutes,10.095,0,0,8.42,0,8.42-8.87,8.645,8.26,8.1,7.94,,,,,,,,9.04
2025-07-31 21:00:27,GG-Shot Cornix (All Signals),,"Bitget Futures, KuCoin Futures, OKX Futures, Binance Futures, BingX Futures, ByBit USDT",ENS/USDT,All Targets Achieved,Cross (10.0X),Short,4,16 Hours 53 Minutes,42.7471,0,0,27.265,0,27.265-29.195,28.23,26.799,26.333,25.866,25.4,,,,,,,
2025-07-31 20:00:19,GG-Shot Cornix (All Signals),,"ByBit USDT, Binance Futures, HyperLiquid Futures, OKX Futures, KuCoin Futures, Bitget Futures, BingX Futures",SUI/USDT,Sell(3/4),Cross (10.0X),Short,3,12 Days 18 Hours 0 Minutes,12.6313,0,0,3.6952,0,3.6952-4.0606,3.8779,3.6102,3.5252,3.4402,3.1853,,,,,,,4.1622
2025-07-31 18:30:16,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures, BingX Futures",KNC/USDT,Sell(2/4),Cross (10.0X),Short,2,12 Days 19 Hours 30 Minutes,30.4378,0,0,0.4386,0,0.4386-0.5144,0.4765,0.4211,0.4035,0.386,0.3333,,,,,,,0.535
2025-07-31 14:24:11,GG-Shot Cornix (All Signals),,"ByBit USDT, HyperLiquid Futures, OKX Futures, Binance Futures, KuCoin Futures, BingX Futures, Bitget Futures",AVAX/USDT,Sell(3/4),Cross (10.0X),Short,3,12 Days 23 Hours 36 Minutes,14.1532,0,0,22.91,0,22.91-24.86,23.884999999999998,22.32,21.74,21.16,19.4,,,,,,,25.5
2025-07-30 19:01:09,GG-Shot Cornix (All Signals),,"OKX Futures, Bitget Futures, ByBit USDT, BingX Futures, KuCoin Futures, Binance Futures, HyperLiquid Futures",LTC/USDT,Cancelled,Cross (10.0X),Short,0,5 Minutes,0.0,0,0,,0,107.96-114.27,111.115,,,,,,,,,,,
2025-07-30 19:00:58,GG-Shot Cornix (All Signals),,"ByBit USDT, KuCoin Futures, Bitget Futures, Binance Futures, BingX Futures, OKX Futures",STRK/USDT,Cancelled,Cross (10.0X),Short,0,7 Minutes,0.0,0,0,,0,0.1215-0.1311,0.1263,,,,,,,,,,,
2025-07-30 19:00:32,GG-Shot Cornix (All Signals),,"Bitget Futures, OKX Futures, KuCoin Futures, ByBit USDT, BingX Futures, Binance Futures",AR/USDT,All Targets Achieved,Cross (10.0X),Short,4,2 Days 22 Hours 51 Minutes,70.9738,0,0,7.147,0,7.147-7.628,7.3875,6.978,6.809,6.64,6.132,,,,,,,
2025-07-30 19:00:19,GG-Shot Cornix (All Signals),,"ByBit USDT, OKX Futures, KuCoin Futures, Binance Futures, HyperLiquid Futures, BingX Futures, Bitget Futures",MKR/USDT,Sell(2/4),Cross (10.0X),Short,2,13 Days 19 Hours 0 Minutes,53.6202,0,0,2024.2666666666667,0,1998.4-2153.6,2076.0,1898.5,1798.6,1698.6,1398.9,,,,,,,2261.3
2025-07-30 13:30:18,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, BingX Futures, Bitget Futures",CAKE/USDT,Sell(1/4),Cross (10.0X),Short,1,14 Days 0 Hours 30 Minutes,-16.5078,0,0,2.7976666666666663,0,2.752-3.026,2.889,2.595,2.438,2.281,1.811,,,,,,,3.199
2025-07-30 12:00:48,GG-Shot Cornix (All Signals),,"ByBit USDT, BingX Futures, KuCoin Futures, Bitget Futures, Binance Futures",GTC/USDT,Partial Targets Achieved,Cross (10.0X),Short,2,14 Days 1 Hours 8 Minutes,-18.412,0,0,0.28966666666666663,0,0.286-0.308,0.297,0.275,0.263,,,,,,,,,0.321
2025-07-30 12:00:37,GG-Shot Cornix (All Signals),,"ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",OGN/USDT,Sell(2/4),Cross (10.0X),Short,2,14 Days 2 Hours 0 Minutes,2.4216,0,0,0.060566666666666664,0,0.0586-0.0645,0.06155,0.056,0.0533,0.0507,0.0428,,,,,,,0.0675
2025-07-30 12:00:22,GG-Shot Cornix (All Signals),,"BingX Futures, Bitget Futures, Binance Futures, OKX Futures, ByBit USDT, KuCoin Futures, HyperLiquid Futures",OP/USDT,Partial Targets Achieved,Cross (10.0X),Short,3,9 Days 13 Hours 41 Minutes,22.5818,0,0,0.69525,0,0.6841-0.751,0.71755,0.6667,0.6494,0.632,,,,,,,,0.7701
2025-07-30 11:30:15,GG-Shot Cornix (All Signals),,"ByBit USDT, Bitget Futures, BingX Futures, OKX Futures, KuCoin Futures, Binance Futures",ETHFI/USDT,All Targets Achieved,Cross (10.0X),Short,4,1 Days 20 Hours 36 Minutes,68.1699,0,0,1.1463999999999999,0,1.1328-1.2144,1.1736,1.1113,1.0898,1.0682,1.0037,,,,,,,
2025-07-30 10:00:17,GG-Shot Cornix (All Signals),,"OKX Futures, ByBit USDT, Bitget Futures, BingX Futures, Binance Futures, KuCoin Futures, HyperLiquid Futures",LINK/USDT,Partial Targets Achieved,Cross (10.0X),Short,3,8 Days 17 Hours 58 Minutes,29.1443,0,0,17.542,0,17.542-18.532,18.037,16.928,16.314,15.7,,,,,,,,19.181
2025-07-30 09:49:11,GG-Shot Cornix (All Signals),,"KuCoin Futures, ByBit USDT, Bitget Futures, OKX Futures, BingX Futures, Binance Futures",RSR/USDT,All Targets Achieved,Cross (10.0X),Short,4,2 Days 12 Hours 39 Minutes,57.0016,0,0,0.008241,0,0.008241-0.008745,0.008493,0.008084,0.007928,0.007771,0.007302,,,,,,,
2025-07-30 06:12:10,GG-Shot Cornix (All Signals),,"ByBit USDT, Binance Futures, KuCoin Futures, Bitget Futures",IOTX/USDT,Sell(3/4),Cross (10.0X),Long,3,14 Days 7 Hours 48 Minutes,147.4335,0,0,0.026299999999999997,0,0.0255-0.0271,0.026299999999999997,0.0285,0.0299,0.0312,0.0354,,,,,,,0.0242
2025-07-30 05:00:52,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, OKX Futures, Bitget Futures, BingX Futures",FLM/USDT,Sell(3/4),Cross (10.0X),Short,3,14 Days 9 Hours 0 Minutes,40.4882,0,0,0.0297,0,0.0297-0.0319,0.0308,0.0286,0.0275,0.0265,0.0232,,,,,,,0.0331
2025-07-30 05:00:14,GG-Shot Cornix (All Signals),,"Binance Futures, ByBit USDT, KuCoin Futures, Bitget Futures, BingX Futures",ALT/USDT,Sell(3/4),Cross (10.0X),Short,3,14 Days 9 Hours 0 Minutes,32.0927,0,0,0.0356,0,0.0356-0.0398,0.0377,0.0344,0.0331,0.0319,0.0281,,,,,,,0.0412
2025-07-30 04:48:13,GG-Shot Cornix (All Signals),,"KuCoin Futures, OKX Futures, ByBit USDT, Bitget Futures, Binance Futures, BingX Futures",PYTH/USDT,All Targets Achieved,Cross (10.0X),Short,4,14 Hours 19 Minutes,45.5645,0,0,0.124,0,0.124-0.1327,0.12835000000000002,0.1218,0.1195,0.1172,0.1149,,,,,,,
